L,N,K,Ratio,Success Rate
3,100,3,0.025191815856777492,0.0
3,100,3,0.07597445496586655,0.0
3,100,3,0.042914905348281566,0.0
3,100,3,0.03541512034778921,0.0
3,100,3,0.140893470790378,0.0
3,100,3,0.059988179669030736,0.0
3,100,3,0.049753133308013675,0.0
3,100,3,0.01713807383910477,0.0
3,100,3,0.06650924832743015,0.0
3,100,3,0.03183508382803836,0.0
3,100,3,0.05225825130283729,0.0
3,100,3,0.12534059945504086,0.0
3,100,3,0.037452079032733704,0.0
3,100,3,0.0316807738814994,0.0
3,100,3,0.035386631716906945,0.0
3,100,3,0.07386112339672711,0.0
3,100,3,0.08992708614636781,0.0
3,100,3,0.08892921960072596,0.0
3,100,3,0.2587376108502869,0.0
3,100,3,0.06687062937062938,0.0
3,100,3,0.06186705947339348,0.0
3,100,3,0.21035332785538208,0.0
3,100,3,0.06272358693059861,0.0
3,100,3,0.24608967674661106,0.0
3,100,3,0.043478260869565216,0.0
3,100,3,0.0297286771387771,0.0
3,100,3,0.14425427872860636,0.0
3,100,3,0.05895909352794315,0.0
3,100,3,0.04253181513730744,0.0
3,100,3,0.020818262197572542,0.0
3,100,3,0.038937073260749216,0.0
3,100,3,0.025869894099848714,0.0
3,100,3,0.06625891946992865,0.0
3,100,3,0.2706222865412446,0.0
3,100,3,0.16120218579234974,0.0
3,100,3,0.04447632711621234,0.0
3,100,3,0.030967942732648614,0.0
3,100,3,0.02135616573171932,0.0
3,100,3,0.02618980568853844,0.0
3,100,3,0.03598590242997589,0.0
3,100,3,0.1384180790960452,0.0
3,100,3,0.05352112676056338,0.0
3,100,3,0.03269929472109425,0.0
3,100,3,0.03525851861597158,0.0
3,100,3,0.01461789502311667,0.0
3,100,3,0.033121754183496825,0.0
3,100,3,0.03549639489739324,0.0
3,100,3,0.03977925959990802,0.0
3,100,3,0.030190311418685122,0.0
3,100,3,0.042390030887208434,0.0
3,100,3,0.02779026890907456,0.0
3,100,3,0.010790134733957525,0.0
3,100,3,0.17018554062699937,0.0
3,100,3,0.09945027486256872,0.0
3,100,3,0.020711974110032363,0.0
3,100,3,0.0672471285661356,0.0
3,100,3,0.014007308160779537,0.0
3,100,3,0.05752140895136532,0.0
3,100,3,0.04456987154534838,0.0
3,100,3,0.03408822835574428,0.0
3,100,3,0.036655720244963164,0.0
3,100,3,0.07885554780181438,0.0
3,100,3,0.05844818785094436,0.0
3,100,3,0.05847815875998121,0.0
3,100,3,0.03352438628744458,0.0
3,100,3,0.03643013899049012,0.0
3,100,3,0.02717391304347826,0.0
3,100,3,0.053131276246120136,0.0
3,100,3,0.2222222222222222,0.0
3,100,3,0.03744019138755981,0.0
3,100,3,0.03383793410507569,0.0
3,100,3,0.043613223653577525,0.0
3,100,3,0.011246402479521807,0.0
3,100,3,0.02761290322580645,0.0
3,100,3,0.06393718452047112,0.0
3,100,3,0.3287958115183246,0.0
3,100,3,0.0714475079533404,0.0
3,100,3,0.015389734631062307,0.0
3,100,3,0.0875895539634851,0.0
3,100,3,0.0662758093295947,0.0
3,100,3,0.06923898124142139,0.0
3,100,3,0.056105610561056105,0.0
3,100,3,0.05469625644474333,0.0
3,100,3,0.012972972972972972,0.0
3,100,3,0.03668235676026619,0.0
3,100,3,0.10235507246376811,0.0
3,100,3,0.01447458399817643,0.0
3,100,3,0.041683168316831685,0.0
3,100,3,0.09871559633027523,0.0
3,100,3,0.03897937024972856,0.0
3,100,3,0.06705150976909414,0.0
3,100,3,0.028676282324827173,0.0
3,100,3,0.1404126824358329,0.0
3,100,3,0.020542082738944364,0.0
3,100,3,0.04832230623818526,0.0
3,100,3,0.03291814946619217,0.0
3,100,3,0.03951281688146155,0.0
3,100,3,0.07449473860030065,0.0
3,100,3,0.012150220913107511,0.0
3,100,3,0.05768808949330994,0.0
3,100,3,0.01752426167702297,0.0
3,100,3,0.0785577841451767,0.0
3,100,3,0.040607210626185955,0.0
3,100,3,0.03223217868128929,0.0
3,100,3,0.0879560219890055,0.0
3,100,3,0.06230721776681061,0.0
3,100,3,0.03561788136151162,0.0
3,100,3,0.08802129547471163,0.0
3,100,3,0.026992493211946973,0.0
3,100,3,0.018309471365638767,0.0
3,100,3,0.030004225947316523,0.0
3,100,3,0.07287784679089027,0.0
3,100,3,0.023959151610369208,0.0
3,100,3,0.01982517797602956,0.0
3,100,3,0.12120282295182572,0.0
3,100,3,0.07774725274725275,0.0
3,100,3,0.030458089668615983,0.0
3,100,3,0.07244556113902847,0.0
3,100,3,0.13415285943345803,0.0
3,100,3,0.04033706313026661,0.0
3,100,3,0.22015404364569963,0.0
3,100,3,0.15202821869488536,0.0
3,100,3,0.0064016598770274035,0.0
3,100,3,0.09761634506242906,0.0
3,100,3,0.06589383770591824,0.0
3,100,3,0.05563743551952837,0.0
3,100,3,0.014104046242774566,0.0
3,100,3,0.06357965451055662,0.0
3,100,3,0.042452043369474564,0.0
3,100,3,0.042122823480346155,0.0
3,100,3,0.05034510759236703,0.0
3,100,3,0.038223386520600144,0.0
3,100,3,0.054464285714285715,0.0
3,100,3,0.02361111111111111,0.0
3,100,3,0.09147212958551691,0.0
3,100,3,0.04125634912408002,0.0
3,100,3,0.02251602564102564,0.0
3,100,3,0.032138442521631644,0.0
3,100,3,0.020115665074176513,0.0
3,100,3,0.042716656422864166,0.0
3,100,3,0.2559618441971383,0.0
3,100,3,0.047996826656088856,0.0
3,100,3,0.0853204172876304,0.0
3,100,3,0.12856639661852765,0.0
3,100,3,0.03609445735959868,0.0
3,100,3,0.035474334856221444,0.0
3,100,3,0.10394210040036957,0.0
3,100,3,0.19662243667068757,0.0
3,100,3,0.03332079729221512,0.0
3,100,3,0.04319761668321748,0.0
3,100,3,0.03275705186533212,0.0
3,100,3,0.028528001870688647,0.0
3,100,3,0.02650602409638554,0.0
3,100,3,0.03423027640490573,0.0
3,100,3,0.10785824345146379,0.0
3,100,3,0.051769804960269686,0.0
3,100,3,0.00853932584269663,0.0
3,100,3,0.048118985126859144,0.0
3,100,3,0.1329479768786127,0.0
3,100,3,0.03232299313284395,0.0
3,100,3,0.36519607843137253,0.0
3,100,3,0.021561712846347607,0.0
3,100,3,0.08496732026143791,0.0
3,100,3,0.014704262583985021,0.0
3,100,3,0.09021922428330523,0.0
3,100,3,0.031879194630872486,0.0
3,100,3,0.04214770020157596,0.0
3,100,3,0.11643835616438356,0.0
3,100,3,0.11691648822269807,0.0
3,100,3,0.10756013745704468,0.0
3,100,3,0.07151626764886433,0.0
3,100,3,0.02954048140043764,0.0
3,100,3,0.08426635238656452,0.0
3,100,3,0.10298850574712644,0.0
3,100,3,0.02857142857142857,0.0
3,100,3,0.09322033898305085,0.0
3,100,3,0.03227534485067631,0.0
3,100,3,0.06470588235294118,0.0
3,100,3,0.06444373196537352,0.0
3,100,3,0.07280713430054572,0.0
3,100,3,0.03668079556569938,0.0
3,100,3,0.021704903283850652,0.0
3,100,3,0.26816786079836236,0.0
3,100,3,0.06408155834698707,0.0
3,100,3,0.07406154886709503,0.0
3,100,3,0.013085891030216512,0.0
3,100,3,0.13230323515210043,0.0
3,100,3,0.09194915254237288,0.0
3,100,3,0.11661113755354593,0.0
3,100,3,0.026529585160687326,0.0
3,100,3,0.02763444559110194,0.0
3,100,3,0.06761658031088083,0.0
3,100,3,0.06481965499215891,0.0
3,100,3,0.12194452073606152,0.0
3,100,3,0.07155425219941348,0.0
3,100,3,0.036236188665795414,0.0
3,100,3,0.04558219917908836,0.0
3,100,3,0.02625633034670822,0.0
3,100,3,0.024310595065312045,0.0
3,100,3,0.03748822183335577,0.0
3,100,3,0.09189842805320435,0.0
3,100,3,0.08043087971274686,0.0
3,100,3,0.044360292128753046,0.0
3,100,3,0.04608825901601567,0.0
3,100,3,0.030689803527893304,0.0
3,100,3,0.023216159496327386,0.0
3,100,3,0.016379880873593648,0.0
3,100,3,0.049132241505744315,0.0
3,100,3,0.056526488257782635,0.0
3,100,3,0.16903914590747332,0.0
3,100,3,0.044487847222222224,0.0
3,100,3,0.014153245485602733,0.0
3,100,3,0.033623464886133304,0.0
3,100,3,0.14163548904329235,0.0
3,100,3,0.11953488372093023,0.0
3,100,3,0.028428428428428427,0.0
3,100,3,0.03615720524017467,0.0
3,100,3,0.05697356426618049,0.0
3,100,3,0.04689123015284167,0.0
3,100,3,0.07609272695098213,0.0
3,100,3,0.11225876596901332,0.0
3,100,3,0.07307920205411811,0.0
3,100,3,0.09697601668404589,0.0
3,100,3,0.05103132161955691,0.0
3,100,3,0.020934466019417477,0.0
3,100,3,0.0903954802259887,0.0
3,100,3,0.018159609120521173,0.0
3,100,3,0.03970223325062035,0.0
3,100,3,0.03363258743132788,0.0
3,100,3,0.048329779673063254,0.0
3,100,3,0.05683754065355428,0.0
3,100,3,0.03225806451612903,0.0
3,100,3,0.11642857142857142,0.0
3,100,3,0.043714497406767104,0.0
3,100,3,0.0812624254473161,0.0
3,100,3,0.044305321454370335,0.0
3,100,3,0.07647058823529412,0.0
3,100,3,0.24976525821596243,0.0
3,100,3,0.01672454761469567,0.0
3,100,3,0.06272321428571428,0.0
3,100,3,0.09514847344207444,0.0
3,100,3,0.058273776800439804,0.0
3,100,3,0.03522205206738132,0.0
3,100,3,0.04713055259847092,0.0
3,100,3,0.015074939003136981,0.0
3,100,3,0.06924265842349304,0.0
3,100,3,0.018332389580973954,0.0
3,100,3,0.02242637125101324,0.0
3,100,3,0.03557998264391091,0.0
3,100,3,0.03700189753320683,0.0
3,100,3,0.041616646658663464,0.0
3,100,3,0.09994138335287221,0.0
3,100,3,0.09822646657571624,0.0
3,100,3,0.024915824915824916,0.0
3,100,3,0.04254352763058289,0.0
3,100,3,0.04575685022612397,0.0
3,100,3,0.024100852799406748,0.0
3,100,3,0.04907858302301155,0.0
3,100,3,0.02512978707395982,0.0
3,100,3,0.11223105252955999,0.0
3,100,3,0.2742616033755274,0.0
3,100,3,0.04520520113774888,0.0
3,100,3,0.02669499353408461,0.0
3,100,3,0.0475988999365348,0.0
3,100,3,0.046982291290206,0.0
3,100,3,0.03264266697534437,0.0
3,100,3,0.11951219512195121,0.0
3,100,3,0.08838973162193699,0.0
3,100,3,0.05464227830516323,0.0
3,100,3,0.06599952346914463,0.0
3,100,3,0.040382571732199786,0.0
3,100,3,0.022496735964647987,0.0
3,100,3,0.0782312925170068,0.0
3,100,3,0.033353098132226505,0.0
3,100,3,0.04481530095630977,0.0
3,100,3,0.032882414151925075,0.0
3,100,3,0.009230201218386561,0.0
3,100,3,0.045366795366795366,0.0
3,100,3,0.04075843535383697,0.0
3,100,3,0.03545480964835804,0.0
3,100,3,0.1111111111111111,0.0
3,100,3,0.027780594139714083,0.0
3,100,3,0.09050772626931568,0.0
3,100,3,0.03986220472440945,0.0
3,100,3,0.030687830687830688,0.0
3,100,3,0.10840438489646773,0.0
3,100,3,0.1111111111111111,0.0
3,100,3,0.04477815699658703,0.0
3,100,3,0.08415184496947173,0.0
3,100,3,0.018746394924053066,0.0
3,100,3,0.055678391959799,0.0
3,100,3,0.3115079365079365,0.0
3,100,3,0.012207997888346311,0.0
3,100,3,0.022249601391506016,0.0
3,100,3,0.036194165355283865,0.0
3,100,3,0.09644491376275958,0.0
3,100,3,0.08963911525029103,0.0
3,100,3,0.11497211497211497,0.0
3,100,3,0.2703900709219858,0.0
3,100,3,0.22491349480968859,0.0
3,100,3,0.025084821180265865,0.0
3,100,3,0.06831050228310502,0.0
3,100,3,0.0522095841879545,0.0
3,100,3,0.09448319594166138,0.0
3,100,3,0.04756242568370987,0.0
3,100,3,0.1058794828006831,0.0
3,100,3,0.3130311614730878,0.0
3,100,3,0.04853146853146853,0.0
3,100,3,0.040813275526984605,0.0
3,100,3,0.046845721424109935,0.0
3,100,3,0.03034724248613948,0.0
3,100,3,0.040094738622906446,0.0
3,100,3,0.04479629272060243,0.0
3,100,3,0.11058930465081049,0.0
3,100,3,0.019338987080922566,0.0
3,100,3,0.0243466817070878,0.0
3,100,3,0.025193214895111914,0.0
3,100,3,0.012759002477988085,0.0
3,100,3,0.012151536812008578,0.0
3,100,3,0.013281100707051404,0.0
3,100,3,0.09198727220133063,0.0
3,100,3,0.02211678273513431,0.0
3,100,3,0.05838354456679826,0.0
3,100,3,0.04001616814874697,0.0
3,100,3,0.0600779167521017,0.0
3,100,3,0.12647262647262647,0.0
3,100,3,0.031720602371034926,0.0
3,100,3,0.07709429380817483,0.0
3,100,3,0.09885473176612417,0.0
3,100,3,0.010384308156563415,0.0
3,100,3,0.18791500664010624,0.0
3,100,3,0.037130908630084905,0.0
3,100,3,0.01997764738753842,0.0
3,100,3,0.801762114537445,0.0
3,100,3,0.029669588671611596,0.0
3,100,3,0.11556480999479438,0.0
3,100,3,0.027510075346066233,0.0
3,100,3,0.047458415726416195,0.0
3,100,3,0.07220950928044749,0.0
3,100,3,0.023322884012539184,0.0
3,100,3,0.0989010989010989,0.0
3,100,3,0.08320332813312532,0.0
3,100,3,0.01426897359895223,0.0
3,100,3,0.29363150218765194,0.0
3,100,3,0.026114481667106306,0.0
3,100,3,0.02844106463878327,0.0
3,100,3,0.058886838868388684,0.0
3,100,3,0.11149188942197852,0.0
3,100,3,0.05760680456214962,0.0
3,100,3,0.06085972850678733,0.0
3,100,3,0.01512747275997038,0.0
3,100,3,0.1967741935483871,0.0
3,100,3,0.025257888349514562,0.0
3,100,3,0.034976152623211444,0.0
3,100,3,0.07028586414896407,0.0
3,100,3,0.06877213695395513,0.0
3,100,3,0.04229154169166167,0.0
3,100,3,0.09027447247342535,0.0
3,100,3,0.06229166666666667,0.0
3,100,3,0.09729295095148753,0.0
3,100,3,0.02519175286749701,0.0
3,100,3,0.11115585984695932,0.0
3,100,3,0.042538354253835425,0.0
3,100,3,0.07775154912953673,0.0
3,100,3,0.08617795187465026,0.0
3,100,3,0.01701746529332736,0.0
3,100,3,0.20588235294117646,0.0
3,100,3,0.05281853281853282,0.0
3,100,3,0.0265232310117778,0.0
3,100,3,0.03014623172103487,0.0
3,100,3,0.015479298769116,0.0
3,100,3,0.10202461294164351,0.0
3,100,3,0.010378746805049957,0.0
3,100,3,0.23513870541611626,0.0
3,100,3,0.035846267553584624,0.0
3,100,3,0.191044776119403,0.0
3,100,3,0.036486960589404746,0.0
3,100,3,0.047313361864003804,0.0
3,100,3,0.10401814646791964,0.0
3,100,3,0.09400603708495041,0.0
3,100,3,0.025147664220511904,0.0
3,100,3,0.07809983896940419,0.0
3,100,3,0.03796337650736936,0.0
3,100,3,0.018452129902994517,0.0
3,100,3,0.023076923076923078,0.0
3,100,3,0.03960077269800386,0.0
3,100,3,0.02265659706796979,0.0
3,100,3,0.12559343979283558,0.0
3,100,3,0.02294405774684197,0.0
3,100,3,0.08429610611895592,0.0
3,100,3,0.03915122534369396,0.0
3,100,3,0.05606600412525783,0.0
3,100,3,0.03298328649608046,0.0
3,100,3,0.05327375837772813,0.0
3,100,3,0.018067556952081697,0.0
3,100,3,0.04098245614035088,0.0
3,100,3,0.04424242424242424,0.0
3,100,3,0.043462959704381486,0.0
3,100,3,0.017485479186834463,0.0
3,100,3,0.015574726043366752,0.0
3,100,3,0.026605751142166085,0.0
3,100,3,0.013376429636996518,0.0
3,100,3,0.008934575847823999,0.0
3,100,3,0.013792214488270173,0.0
3,100,3,0.018396952751438527,0.0
3,50,3,0.8607843137254902,0.005
3,50,3,0.13563049853372433,0.005
3,50,3,0.18722139673105498,0.005
3,50,3,0.23978201634877383,0.005
3,50,3,0.11768802228412256,0.005
3,50,3,0.13148371531966224,0.005
3,50,3,0.0762673844773441,0.005
3,50,3,0.1030500444181226,0.005
3,50,3,0.07687538747675139,0.005
3,50,3,0.08538461538461538,0.005
3,50,3,0.056348074179743225,0.005
3,50,3,0.03489037178265014,0.005
3,50,3,0.07081758504077978,0.005
3,50,3,0.08204694438570523,0.005
3,50,3,0.056179775280898875,0.005
3,50,3,0.06862745098039216,0.005
3,50,3,0.042564235660524266,0.005
3,50,3,0.06165768194070081,0.005
3,50,3,0.05302197802197802,0.005
3,50,3,0.12070759625390219,0.005
3,50,3,0.10238726790450928,0.005
3,50,3,0.0283667202807428,0.005
3,50,3,0.15614973262032086,0.005
3,50,3,0.037685232498722535,0.005
3,50,3,0.02923458540042523,0.005
3,50,3,0.228287841191067,0.005
3,50,3,0.06642011834319526,0.005
3,50,3,0.10752688172043011,0.005
3,50,3,0.0493046776232617,0.005
3,50,3,0.06432889963724304,0.005
3,50,3,0.0981360880305412,0.005
3,50,3,0.0597144093466032,0.005
3,50,3,0.07267441860465117,0.005
3,50,3,0.06083193075258476,0.005
3,50,3,0.021995657509676202,0.005
3,50,3,0.040078028019152334,0.005
3,50,3,0.026266734451787833,0.005
3,50,3,0.0784313725490196,0.005
3,50,3,0.13730355665839536,0.005
3,50,3,0.08256880733944955,0.005
3,50,3,0.1795998047828209,0.005
3,50,3,0.08086717136958017,0.005
3,50,3,0.05148328362894365,0.005
3,50,3,0.289760348583878,0.005
3,50,3,0.23304347826086957,0.005
3,50,3,0.1949941792782305,0.005
3,50,3,0.03700277520814061,0.005
3,50,3,0.16915100453661697,0.005
3,50,3,0.07507987220447285,0.005
3,50,3,0.0735242135030046,0.005
3,50,3,0.0905790177718326,0.005
3,50,3,0.026587005227781926,0.005
3,50,3,0.0610987506417936,0.005
3,50,3,0.22513812154696133,0.005
3,50,3,0.1271551724137931,0.005
3,50,3,0.023846392071848868,0.005
3,50,3,0.22367194780987884,0.005
3,50,3,0.12513966480446928,0.005
3,50,3,0.043994802301837756,0.005
3,50,3,0.04875474883917265,0.005
3,50,3,0.02982573726541555,0.005
3,50,3,0.3508557457212714,0.005
3,50,3,0.15798511734401832,0.005
3,50,3,0.048431480462300495,0.005
3,50,3,0.2346368715083799,0.005
3,50,3,0.078125,0.005
3,50,3,0.046975329503210546,0.005
3,50,3,0.04309842748980781,0.005
3,50,3,0.1131979695431472,0.005
3,50,3,0.22666666666666666,0.005
3,50,3,0.08778215693299893,0.005
3,50,3,0.07406616862326575,0.005
3,50,3,0.12298747763864043,0.005
3,50,3,0.03417560443555717,0.005
3,50,3,0.2170608108108108,0.005
3,50,3,0.060584117789041755,0.005
3,50,3,0.13142857142857142,0.005
3,50,3,0.14439834024896264,0.005
3,50,3,0.11575091575091576,0.005
3,50,3,0.17727272727272728,0.005
3,50,3,0.04553734061930783,0.005
3,50,3,0.10303789539617914,0.005
3,50,3,0.22298325722983256,0.005
3,50,3,0.16677195198989261,0.005
3,50,3,0.3680203045685279,0.005
3,50,3,0.042315011754169934,0.005
3,50,3,0.1769141531322506,0.005
3,50,3,0.2907608695652174,0.005
3,50,3,0.04732394366197183,0.005
3,50,3,0.08680420397041651,0.005
3,50,3,0.11482043500252909,0.005
3,50,3,0.051789473684210524,0.005
3,50,3,0.4296998420221169,0.005
3,50,3,0.05267129489888319,0.005
3,50,3,0.1927927927927928,0.005
3,50,3,0.15799803729146222,0.005
3,50,3,0.05258386219401632,0.005
3,50,3,0.08190709046454768,0.005
3,50,3,0.09043531575720416,0.005
3,50,3,0.06363636363636363,0.005
3,50,3,0.1726854891661195,0.005
3,50,3,0.03167363486633726,0.005
3,50,3,0.11064718162839249,0.005
3,50,3,0.057876057876057874,0.005
3,50,3,0.09144542772861357,0.005
3,50,3,0.3450064850843061,0.005
3,50,3,0.11249578982822499,0.005
3,50,3,0.062193126022913256,0.005
3,50,3,0.057441253263707574,0.005
3,50,3,0.33663366336633666,0.005
3,50,3,0.03419972640218878,0.005
3,50,3,0.1094306049822064,0.005
3,50,3,0.08129200086711467,0.005
3,50,3,0.07065720456649183,0.005
3,50,3,0.052859508342886254,0.005
3,50,3,0.12487611496531219,0.005
3,50,3,0.21401799100449775,0.005
3,50,3,0.1407103825136612,0.005
3,50,3,0.11068211068211069,0.005
3,50,3,0.07589055240061951,0.005
3,50,3,0.05316119232959939,0.005
3,50,3,0.041263700838168924,0.005
3,50,3,0.8059701492537313,0.005
3,50,3,0.11040547142159257,0.005
3,50,3,0.015280972724285245,0.005
3,50,3,0.12292870905587669,0.005
3,50,3,0.2062759575449931,0.005
3,50,3,0.08795860771401694,0.005
3,50,3,0.07041049030786774,0.005
3,50,3,0.41134751773049644,0.005
3,50,3,0.07105719237435008,0.005
3,50,3,0.0147175815433572,0.005
3,50,3,0.11235505797680928,0.005
3,50,3,0.19858156028368795,0.005
3,50,3,0.1823985408116735,0.005
3,50,3,0.1182170542635659,0.005
3,50,3,0.15737704918032788,0.005
3,50,3,0.12111292962356793,0.005
3,50,3,0.027298850574712645,0.005
3,50,3,0.12446351931330472,0.005
3,50,3,0.029513888888888888,0.005
3,50,3,0.05570409982174688,0.005
3,50,3,0.14553752535496958,0.005
3,50,3,0.05370985603543743,0.005
3,50,3,0.28952569169960474,0.005
3,50,3,0.055852355512384655,0.005
3,50,3,0.048331830477908025,0.005
3,50,3,0.08664175618869686,0.005
3,50,3,0.16292541636495295,0.005
3,50,3,0.023570190641247834,0.005
3,50,3,0.0666529942575882,0.005
3,50,3,0.08971871968962172,0.005
3,50,3,0.057278695947475665,0.005
3,50,3,0.0634828188701223,0.005
3,50,3,0.041503815373162105,0.005
3,50,3,0.02416656339075474,0.005
3,50,3,0.2949725058915947,0.005
3,50,3,0.020620002805442558,0.005
3,50,3,0.04479114242576749,0.005
3,50,3,0.29477911646586347,0.005
3,50,3,0.04133214391911983,0.005
3,50,3,0.06874717322478517,0.005
3,50,3,0.05540080470442588,0.005
3,50,3,0.05880985588098559,0.005
3,50,3,0.033264033264033266,0.005
3,50,3,0.2748091603053435,0.005
3,50,3,0.04762969588550984,0.005
3,50,3,0.04242690701253023,0.005
3,50,3,0.39979757085020245,0.005
3,50,3,0.10999306037473977,0.005
3,50,3,0.23854166666666668,0.005
3,50,3,0.0906160458452722,0.005
3,50,3,0.035426337649645735,0.005
3,50,3,0.07499482079966853,0.005
3,50,3,0.08712049783141618,0.005
3,50,3,0.06229235880398671,0.005
3,50,3,0.027796842827728208,0.005
3,50,3,0.14035836177474403,0.005
3,50,3,0.06691305193542113,0.005
3,50,3,0.08716561466786896,0.005
3,50,3,0.1795325779036827,0.005
3,50,3,0.968299711815562,0.005
3,50,3,0.22611744084136723,0.005
3,50,3,0.12555066079295155,0.005
3,50,3,0.057792887029288705,0.005
3,50,3,0.04797574460495809,0.005
3,50,3,0.15537240537240538,0.005
3,50,3,0.14593698175787728,0.005
3,50,3,0.1000396982929734,0.005
3,50,3,0.27380952380952384,0.005
3,50,3,0.13609215017064846,0.005
3,50,3,0.09055690072639225,0.005
3,50,3,0.17707736389684814,0.005
3,50,3,0.06555183946488294,0.005
3,50,3,0.06702174877940524,0.005
3,50,3,0.031873969591500274,0.005
3,50,3,0.07692307692307693,0.005
3,50,3,0.06711635750421585,0.005
3,50,3,0.05417989417989418,0.005
3,50,3,0.10923379174852653,0.005
3,50,3,0.144,0.005
3,50,3,0.0660964230171073,0.005
3,50,3,0.10557286258220838,0.005
3,50,3,0.08560311284046693,0.005
3,50,3,0.04343308395677473,0.005
3,50,3,0.04087667420420943,0.005
3,50,3,0.1496881496881497,0.005
3,50,3,0.9879518072289156,0.005
3,50,3,0.07362848893166506,0.005
3,50,3,0.03320500481231954,0.005
3,50,3,0.014782934131736527,0.005
3,50,3,0.04154032747119466,0.005
3,50,3,0.32803180914512925,0.005
3,50,3,0.161106590724166,0.005
3,50,3,0.06583917970858068,0.005
3,50,3,0.0158707666147088,0.005
3,50,3,0.14732142857142858,0.005
3,50,3,0.02441329343203654,0.005
3,50,3,0.05395775006362942,0.005
3,50,3,0.19370924434215572,0.005
3,50,3,0.0892337536372454,0.005
3,50,3,0.042703944848716965,0.005
3,50,3,0.03208053691275168,0.005
3,50,3,0.12851952770208902,0.005
3,50,3,0.05867875647668394,0.005
3,50,3,0.051829268292682924,0.005
3,50,3,0.1676300578034682,0.005
3,50,3,0.04573734656129141,0.005
3,50,3,0.07891047466453034,0.005
3,50,3,0.184375,0.005
3,50,3,0.028641571194762683,0.005
3,50,3,0.09410919540229885,0.005
3,50,3,0.05336642879304995,0.005
3,50,3,0.09820126397666505,0.005
3,50,3,0.10733137829912023,0.005
3,50,3,0.0190625,0.005
3,50,3,0.054643406875320676,0.005
3,50,3,0.06723926380368098,0.005
3,50,3,0.13916786226685796,0.005
3,50,3,0.046703296703296704,0.005
3,50,3,0.053425357873210635,0.005
3,50,3,0.13190184049079753,0.005
3,50,3,0.181640625,0.005
3,50,3,0.10258358662613981,0.005
3,50,3,0.03427739544732663,0.005
3,50,3,0.09789029535864979,0.005
3,50,3,0.11868852459016394,0.005
3,50,3,0.08616904500548847,0.005
3,50,3,0.19851380042462846,0.005
3,50,3,0.09025133282559025,0.005
3,50,3,0.029720562106283314,0.005
3,50,3,0.02149056343849015,0.005
3,50,3,0.07907647907647908,0.005
3,50,3,0.07746361050694328,0.005
3,50,3,0.483695652173913,0.005
3,50,3,0.09557702084392476,0.005
3,50,3,0.014016508332035509,0.005
3,50,3,0.3915929203539823,0.005
3,50,3,0.22006841505131128,0.005
3,50,3,0.11528694768918232,0.005
3,50,3,0.016544117647058824,0.005
3,50,3,0.04267161410018553,0.005
3,50,3,0.0843263061411549,0.005
3,50,3,0.018226822682268228,0.005
3,50,3,0.22036727879799667,0.005
3,50,3,0.08172706245181187,0.005
3,50,3,0.07540394973070018,0.005
3,50,3,0.07334963325183375,0.005
3,50,3,0.1343108504398827,0.005
3,50,3,0.021942299878098336,0.005
3,50,3,0.10097232610321616,0.005
3,50,3,0.05439240233110296,0.005
3,50,3,0.054809242342826435,0.005
3,50,3,0.01567581088968565,0.005
3,50,3,0.06259968102073366,0.005
3,50,3,0.0666183924692252,0.005
3,50,3,0.05980427691192461,0.005
3,50,3,0.08550347222222222,0.005
3,50,3,0.07834101382488479,0.005
3,50,3,0.045860731748440395,0.005
3,50,3,0.04932067746138098,0.005
3,50,3,0.045081967213114756,0.005
3,50,3,0.18876313662085692,0.005
3,50,3,0.042431361033622085,0.005
3,50,3,0.0276049766718507,0.005
3,50,3,0.13314447592067988,0.005
3,50,3,0.04653505237711523,0.005
3,50,3,0.16857962697274032,0.005
3,50,3,0.04010462074978204,0.005
3,50,3,0.050345508390918066,0.005
3,50,3,0.3818001978239367,0.005
3,50,3,0.052657004830917876,0.005
3,50,3,0.07646009808292466,0.005
3,50,3,0.02664129400570885,0.005
3,50,3,0.1939007737824306,0.005
3,50,3,0.05309734513274336,0.005
3,50,3,0.11591634172279333,0.005
3,50,3,0.09490445859872612,0.005
3,50,3,0.07475547275267816,0.005
3,50,3,0.025595414566656784,0.005
3,50,3,0.46174142480211083,0.005
3,50,3,0.12873258128732581,0.005
3,50,3,0.1963768115942029,0.005
3,50,3,0.15251798561151078,0.005
3,50,3,0.051504334523202445,0.005
3,50,3,0.02002249718785152,0.005
3,50,3,0.09630702389572773,0.005
3,50,3,0.0719360568383659,0.005
3,50,3,0.1147986942328618,0.005
3,50,3,0.09421435346190325,0.005
3,50,3,0.16075156576200417,0.005
3,50,3,0.040936686903729404,0.005
3,50,3,0.12949152542372883,0.005
3,50,3,0.05558750239601303,0.005
3,50,3,0.09537110933758979,0.005
3,50,3,0.08238705001208022,0.005
3,50,3,0.09324635456638526,0.005
3,50,3,0.04621254946297343,0.005
3,50,3,0.07524702305548518,0.005
3,50,3,0.11272727272727273,0.005
3,50,3,0.044637190607150413,0.005
3,50,3,0.27546296296296297,0.005
3,50,3,0.08214285714285714,0.005
3,50,3,0.10069541029207232,0.005
3,50,3,0.14596734289955468,0.005
3,50,3,0.10766721044045677,0.005
3,50,3,0.13324360699865412,0.005
3,50,3,0.07133564614050304,0.005
3,50,3,0.11593487913172176,0.005
3,50,3,0.08770894788593904,0.005
3,50,3,0.06003159557661927,0.005
3,50,3,0.056624518966465094,0.005
