L,N,K,Rule,Ratio,Success Rate
3,10,3,hebbian,0.1992619926199262,0.116
3,10,3,hebbian,1.2747252747252746,0.116
3,10,3,hebbian,0.22251308900523561,0.116
3,10,3,hebbian,0.8672566371681416,0.116
3,10,3,hebbian,0.49389416553595655,0.116
3,10,3,hebbian,0.8707692307692307,0.116
3,10,3,hebbian,0.3292433537832311,0.116
3,10,3,hebbian,0.44755244755244755,0.116
3,10,3,hebbian,0.4612794612794613,0.116
3,10,3,hebbian,1.069182389937107,0.116
3,10,3,hebbian,0.22822299651567945,0.116
3,10,3,hebbian,0.3878504672897196,0.116
3,10,3,hebbian,0.5037037037037037,0.116
3,10,3,hebbian,0.5948717948717949,0.116
3,10,3,hebbian,0.6741214057507987,0.116
3,10,3,hebbian,0.5195195195195195,0.116
3,10,3,hebbian,0.7209821428571429,0.116
3,10,3,hebbian,0.20938628158844766,0.116
3,10,3,hebbian,0.2476303317535545,0.116
3,10,3,hebbian,0.4057971014492754,0.116
3,10,3,hebbian,0.5206611570247934,0.116
3,10,3,hebbian,0.5217391304347826,0.116
3,10,3,hebbian,0.33181818181818185,0.116
3,10,3,hebbian,0.7341772151898734,0.116
3,10,3,hebbian,0.14733542319749215,0.116
3,10,3,hebbian,0.5511363636363636,0.116
3,10,3,hebbian,0.1948529411764706,0.116
3,10,3,hebbian,0.28903225806451616,0.116
3,10,3,hebbian,0.2246558197747184,0.116
3,10,3,hebbian,0.1386392811296534,0.116
3,10,3,hebbian,0.9186046511627907,0.116
3,10,3,hebbian,0.27540106951871657,0.116
3,10,3,hebbian,0.07183580387685291,0.116
3,10,3,hebbian,0.7267950963222417,0.116
3,10,3,hebbian,0.6156941649899397,0.116
3,10,3,hebbian,0.8773148148148148,0.116
3,10,3,hebbian,0.15796019900497513,0.116
3,10,3,hebbian,0.4292527821939587,0.116
3,10,3,hebbian,0.3929440389294404,0.116
3,10,3,hebbian,0.5552325581395349,0.116
3,10,3,hebbian,0.1900958466453674,0.116
3,10,3,hebbian,0.5082304526748971,0.116
3,10,3,hebbian,0.18430034129692832,0.116
3,10,3,hebbian,0.5476190476190477,0.116
3,10,3,hebbian,0.29898074745186864,0.116
3,10,3,hebbian,1.0,0.116
3,10,3,hebbian,0.08353221957040573,0.116
3,10,3,hebbian,0.5122302158273381,0.116
3,10,3,hebbian,0.2860824742268041,0.116
3,10,3,hebbian,0.19234275296262535,0.116
3,10,3,hebbian,0.8164251207729468,0.116
3,10,3,hebbian,0.5147783251231527,0.116
3,10,3,hebbian,0.2686762778505898,0.116
3,10,3,hebbian,0.5909943714821764,0.116
3,10,3,hebbian,0.12089447938504543,0.116
3,10,3,hebbian,0.3498233215547703,0.116
3,10,3,hebbian,0.8998242530755711,0.116
3,10,3,hebbian,0.26453143534994067,0.116
3,10,3,hebbian,0.1507870753935377,0.116
3,10,3,hebbian,0.565359477124183,0.116
3,10,3,hebbian,0.667574931880109,0.116
3,10,3,hebbian,0.1059577677224736,0.116
3,10,3,hebbian,0.19168356997971603,0.116
3,10,3,hebbian,0.5914786967418546,0.116
3,10,3,hebbian,0.27994227994227994,0.116
3,10,3,hebbian,0.5853658536585366,0.116
3,10,3,hebbian,0.4264705882352941,0.116
3,10,3,hebbian,0.4114583333333333,0.116
3,10,3,hebbian,0.2810271041369472,0.116
3,10,3,hebbian,0.7298245614035088,0.116
3,10,3,hebbian,0.3150684931506849,0.116
3,10,3,hebbian,0.13385826771653545,0.116
3,10,3,hebbian,1.0,0.116
3,10,3,hebbian,0.20638820638820637,0.116
3,10,3,hebbian,1.0,0.116
3,10,3,hebbian,1.0,0.116
3,10,3,hebbian,1.0,0.116
3,10,3,hebbian,0.8541666666666666,0.116
3,10,3,hebbian,0.38324420677361853,0.116
3,10,3,hebbian,0.21894409937888198,0.116
3,10,3,hebbian,0.2175379426644182,0.116
3,10,3,hebbian,1.0,0.116
3,10,3,hebbian,0.5061224489795918,0.116
3,10,3,hebbian,0.2789232531500573,0.116
3,10,3,hebbian,0.19760479041916168,0.116
3,10,3,hebbian,0.09611231101511879,0.116
3,10,3,hebbian,0.5376344086021505,0.116
3,10,3,hebbian,1.2506963788300836,0.116
3,10,3,hebbian,0.1529105125977411,0.116
3,10,3,hebbian,0.5555555555555556,0.116
3,10,3,hebbian,0.4805194805194805,0.116
3,10,3,hebbian,0.14995224450811842,0.116
3,10,3,hebbian,0.2945619335347432,0.116
3,10,3,hebbian,0.4087301587301587,0.116
3,10,3,hebbian,0.4984520123839009,0.116
3,10,3,hebbian,0.052230046948356805,0.116
3,10,3,hebbian,0.17872968980797638,0.116
3,10,3,hebbian,0.7912087912087912,0.116
3,10,3,hebbian,0.21498371335504887,0.116
3,10,3,hebbian,0.24492385786802032,0.116
3,10,3,hebbian,1.0,0.116
3,10,3,hebbian,0.15976331360946747,0.116
3,10,3,hebbian,1.2122905027932962,0.116
3,10,3,hebbian,0.27169811320754716,0.116
3,10,3,hebbian,0.31313131313131315,0.116
3,10,3,hebbian,0.3340471092077088,0.116
3,10,3,hebbian,1.0,0.116
3,10,3,hebbian,0.5826612903225806,0.116
3,10,3,hebbian,0.3095952023988006,0.116
3,10,3,hebbian,0.22044728434504793,0.116
3,10,3,hebbian,0.6934984520123839,0.116
3,10,3,hebbian,0.5732113144758736,0.116
3,10,3,hebbian,0.2531017369727047,0.116
3,10,3,hebbian,0.32916666666666666,0.116
3,10,3,hebbian,0.805111821086262,0.116
3,10,3,hebbian,0.3213552361396304,0.116
3,10,3,hebbian,0.8183856502242153,0.116
3,10,3,hebbian,1.0037664783427496,0.116
3,10,3,hebbian,0.9326424870466321,0.116
3,10,3,hebbian,1.1055276381909547,0.116
3,10,3,hebbian,1.0,0.116
3,10,3,hebbian,0.21445221445221446,0.116
3,10,3,hebbian,0.7907303370786517,0.116
3,10,3,hebbian,0.23450413223140495,0.116
3,10,3,hebbian,0.2955056179775281,0.116
3,10,3,hebbian,0.4851190476190476,0.116
3,10,3,hebbian,0.1954459203036053,0.116
3,10,3,hebbian,0.8849765258215962,0.116
3,10,3,hebbian,0.2570281124497992,0.116
3,10,3,hebbian,0.27360308285163776,0.116
3,10,3,hebbian,0.23529411764705882,0.116
3,10,3,hebbian,0.17857142857142858,0.116
3,10,3,hebbian,0.6079734219269103,0.116
3,10,3,hebbian,1.0357142857142858,0.116
3,10,3,hebbian,0.4126506024096386,0.116
3,10,3,hebbian,0.28298887122416533,0.116
3,10,3,hebbian,0.08541666666666667,0.116
3,10,3,hebbian,0.188580015026296,0.116
3,10,3,hebbian,0.2097812097812098,0.116
3,10,3,hebbian,0.07223880597014926,0.116
3,10,3,hebbian,0.8571428571428571,0.116
3,10,3,hebbian,0.35453315290933696,0.116
3,10,3,hebbian,0.2608695652173913,0.116
3,10,3,hebbian,0.7022292993630573,0.116
3,10,3,hebbian,0.30141843971631205,0.116
3,10,3,hebbian,0.42077922077922075,0.116
3,10,3,hebbian,1.0,0.116
3,10,3,hebbian,1.0,0.116
3,10,3,hebbian,1.0,0.116
3,10,3,hebbian,1.0,0.116
3,10,3,hebbian,0.28982300884955753,0.116
3,10,3,hebbian,0.46825396825396826,0.116
3,10,3,hebbian,0.22524752475247525,0.116
3,10,3,hebbian,0.35097813578826237,0.116
3,10,3,hebbian,0.3522058823529412,0.116
3,10,3,hebbian,0.9539078156312625,0.116
3,10,3,hebbian,0.966789667896679,0.116
3,10,3,hebbian,0.7542533081285444,0.116
3,10,3,hebbian,0.2369146005509642,0.116
3,10,3,hebbian,0.14320038443056224,0.116
3,10,3,hebbian,0.6888888888888889,0.116
3,10,3,hebbian,0.2322695035460993,0.116
3,10,3,hebbian,0.8211206896551724,0.116
3,10,3,hebbian,0.24228028503562946,0.116
3,10,3,hebbian,0.2668024439918534,0.116
3,10,3,hebbian,0.17391304347826086,0.116
3,10,3,hebbian,0.2906666666666667,0.116
3,10,3,hebbian,1.0,0.116
3,10,3,hebbian,0.34345794392523366,0.116
3,10,3,hebbian,0.561662198391421,0.116
3,10,3,hebbian,0.7931034482758621,0.116
3,10,3,hebbian,0.38227146814404434,0.116
3,10,3,hebbian,0.5190476190476191,0.116
3,10,3,hebbian,0.363265306122449,0.116
3,10,3,hebbian,0.26655629139072845,0.116
3,10,3,hebbian,0.5640535372848948,0.116
3,10,3,hebbian,0.8983050847457628,0.116
3,10,3,hebbian,0.15437392795883362,0.116
3,10,3,hebbian,0.24053030303030304,0.116
3,10,3,hebbian,0.11473272490221642,0.116
3,10,3,hebbian,0.08631319358816276,0.116
3,10,3,hebbian,0.1425206124852768,0.116
3,10,3,hebbian,0.4896907216494845,0.116
3,10,3,hebbian,0.27071005917159763,0.116
3,10,3,hebbian,0.2718707940780619,0.116
3,10,3,hebbian,0.2972972972972973,0.116
3,10,3,hebbian,0.35502958579881655,0.116
3,10,3,hebbian,0.13268032056990206,0.116
3,10,3,hebbian,0.4157782515991471,0.116
3,10,3,hebbian,0.26280623608017817,0.116
3,10,3,hebbian,0.05947955390334572,0.116
3,10,3,hebbian,0.7570422535211268,0.116
3,10,3,hebbian,0.35714285714285715,0.116
3,10,3,hebbian,0.37735849056603776,0.116
3,10,3,hebbian,0.3583061889250814,0.116
3,10,3,hebbian,1.0,0.116
3,10,3,hebbian,1.1919504643962848,0.116
3,10,3,hebbian,0.4972677595628415,0.116
3,10,3,hebbian,0.7429643527204502,0.116
3,10,3,hebbian,0.3909348441926346,0.116
3,10,3,hebbian,0.3940724478594951,0.116
3,10,3,hebbian,0.09242144177449169,0.116
3,10,3,hebbian,0.5871559633027523,0.116
3,10,3,hebbian,0.766109785202864,0.116
3,10,3,hebbian,0.5952380952380952,0.116
3,10,3,hebbian,0.2607361963190184,0.116
3,10,3,hebbian,0.09741550695825049,0.116
3,10,3,hebbian,0.27307692307692305,0.116
3,10,3,hebbian,0.40328697850821743,0.116
3,10,3,hebbian,0.4964788732394366,0.116
3,10,3,hebbian,0.6228915662650603,0.116
3,10,3,hebbian,0.5818181818181818,0.116
3,10,3,hebbian,0.631578947368421,0.116
3,10,3,hebbian,0.40425531914893614,0.116
3,10,3,hebbian,1.0614035087719298,0.116
3,10,3,hebbian,0.19435736677115986,0.116
3,10,3,hebbian,0.6349206349206349,0.116
3,10,3,hebbian,0.5663716814159292,0.116
3,10,3,hebbian,0.42584434654919234,0.116
3,10,3,hebbian,0.30397236614853196,0.116
3,10,3,hebbian,0.5498721227621484,0.116
3,10,3,hebbian,0.09221466364323508,0.116
3,10,3,hebbian,1.0464135021097047,0.116
3,10,3,hebbian,0.9366515837104072,0.116
3,10,3,hebbian,0.2887139107611549,0.116
3,10,3,hebbian,0.12916666666666668,0.116
3,10,3,hebbian,0.3,0.116
3,10,3,hebbian,0.7035490605427975,0.116
3,10,3,hebbian,0.23961218836565096,0.116
3,10,3,hebbian,0.22044728434504793,0.116
3,10,3,hebbian,0.21346153846153845,0.116
3,10,3,hebbian,0.4295774647887324,0.116
3,10,3,hebbian,0.8580323785803238,0.116
3,10,3,hebbian,0.18220946915351507,0.116
3,10,3,hebbian,0.24476650563607086,0.116
3,10,3,hebbian,0.42141863699582754,0.116
3,10,3,hebbian,0.24934383202099739,0.116
3,10,3,hebbian,0.38876889848812096,0.116
3,10,3,hebbian,0.16637630662020905,0.116
3,10,3,hebbian,0.10386473429951691,0.116
3,10,3,hebbian,0.21649484536082475,0.116
3,10,3,hebbian,0.1902439024390244,0.116
3,10,3,hebbian,0.6503340757238307,0.116
3,10,3,hebbian,0.1325071496663489,0.116
3,10,3,hebbian,0.17272727272727273,0.116
3,10,3,hebbian,0.2356115107913669,0.116
3,10,3,hebbian,0.2739059967585089,0.116
3,10,3,hebbian,0.24029850746268658,0.116
3,10,3,hebbian,0.1647196261682243,0.116
3,10,3,hebbian,0.3563563563563564,0.116
3,10,3,anti_hebbian,0.24800472953000297,0.0105
3,10,3,anti_hebbian,0.23871331828442438,0.0105
3,10,3,anti_hebbian,0.412994093593821,0.0105
3,10,3,anti_hebbian,0.09783037475345167,0.0105
3,10,3,anti_hebbian,0.10837988826815642,0.0105
3,10,3,anti_hebbian,0.12740004517732098,0.0105
3,10,3,anti_hebbian,0.04019274997262074,0.0105
3,10,3,anti_hebbian,0.10842824601366742,0.0105
3,10,3,anti_hebbian,0.061168174152997086,0.0105
3,10,3,anti_hebbian,0.08015090853095165,0.0105
3,10,3,anti_hebbian,0.08405875952121872,0.0105
3,10,3,anti_hebbian,0.12936962750716333,0.0105
3,10,3,anti_hebbian,0.14910301858416586,0.0105
3,10,3,anti_hebbian,0.17501827336960935,0.0105
3,10,3,anti_hebbian,0.16634562465602643,0.0105
3,10,3,anti_hebbian,0.18593227424749165,0.0105
3,10,3,anti_hebbian,0.1505250328145509,0.0105
3,10,3,anti_hebbian,0.07420309219316663,0.0105
3,10,3,anti_hebbian,0.06112929623567921,0.0105
3,10,3,anti_hebbian,0.05338742393509128,0.0105
3,10,3,anti_hebbian,0.12018832555909151,0.0105
3,10,3,anti_hebbian,0.18316831683168316,0.0105
3,10,3,anti_hebbian,0.18013662171753017,0.0105
3,10,3,anti_hebbian,0.02676084762865792,0.0105
3,10,3,anti_hebbian,0.08868132258408211,0.0105
3,10,3,anti_hebbian,0.05576720434465429,0.0105
3,10,3,anti_hebbian,0.4079123229083133,0.0105
3,10,3,anti_hebbian,0.0665061133753242,0.0105
3,10,3,anti_hebbian,0.032669750536923836,0.0105
3,10,3,anti_hebbian,0.11443210930828351,0.0105
3,10,3,anti_hebbian,0.025634928184152955,0.0105
3,10,3,anti_hebbian,0.11472191930207197,0.0105
3,10,3,anti_hebbian,0.11545904106643733,0.0105
3,10,3,anti_hebbian,0.1576435612580191,0.0105
3,10,3,anti_hebbian,0.04908338261383797,0.0105
3,10,3,anti_hebbian,0.05086973328179358,0.0105
3,10,3,anti_hebbian,0.15465879889597411,0.0105
3,10,3,anti_hebbian,0.06348074179743224,0.0105
3,10,3,anti_hebbian,0.2039507439712673,0.0105
3,10,3,anti_hebbian,0.13067570920519395,0.0105
3,10,3,anti_hebbian,0.07241442767758557,0.0105
3,10,3,anti_hebbian,0.05597964376590331,0.0105
3,10,3,anti_hebbian,0.07467566165023352,0.0105
3,10,3,anti_hebbian,0.32262652601635655,0.0105
3,10,3,anti_hebbian,0.029449659488312168,0.0105
3,10,3,anti_hebbian,0.1462340083029738,0.0105
3,10,3,anti_hebbian,0.014920228481386646,0.0105
3,10,3,anti_hebbian,0.14713451760718096,0.0105
3,10,3,anti_hebbian,0.06201550387596899,0.0105
3,10,3,anti_hebbian,0.056500956022944554,0.0105
3,10,3,anti_hebbian,0.15509495609556873,0.0105
3,10,3,anti_hebbian,0.07492539208838657,0.0105
3,10,3,anti_hebbian,0.06817583574624901,0.0105
3,10,3,anti_hebbian,0.08057018903005887,0.0105
3,10,3,anti_hebbian,0.028021731138433887,0.0105
3,10,3,anti_hebbian,0.09137089766726823,0.0105
3,10,3,anti_hebbian,0.04928320571132477,0.0105
3,10,3,anti_hebbian,0.5434872644439842,0.0105
3,10,3,anti_hebbian,0.11825667234525837,0.0105
3,10,3,anti_hebbian,0.08557767369242779,0.0105
3,10,3,anti_hebbian,0.1642627083041591,0.0105
3,10,3,anti_hebbian,0.3160478674440012,0.0105
3,10,3,anti_hebbian,0.09272833895323267,0.0105
3,10,3,anti_hebbian,0.2316538054168558,0.0105
3,10,3,anti_hebbian,0.04252052040873304,0.0105
3,10,3,anti_hebbian,0.21728414079950706,0.0105
3,10,3,anti_hebbian,0.23936640668971618,0.0105
3,10,3,anti_hebbian,0.17520120279472892,0.0105
3,10,3,anti_hebbian,0.2194652076751175,0.0105
3,10,3,anti_hebbian,0.05149168664753744,0.0105
3,10,3,anti_hebbian,0.03463132635253054,0.0105
3,10,3,anti_hebbian,0.12261422787738577,0.0105
3,10,3,anti_hebbian,0.01941124172676084,0.0105
3,10,3,anti_hebbian,0.13305973552211584,0.0105
3,10,3,anti_hebbian,0.057100059916117434,0.0105
3,10,3,anti_hebbian,0.1557445043550394,0.0105
3,10,3,anti_hebbian,0.11833819689755798,0.0105
3,10,3,anti_hebbian,0.35643030466433,0.0105
3,10,3,anti_hebbian,0.0661887175030777,0.0105
3,10,3,anti_hebbian,0.5913844232870298,0.0105
3,10,3,anti_hebbian,0.03513488021128089,0.0105
3,10,3,anti_hebbian,0.0761904761904762,0.0105
3,10,3,anti_hebbian,0.05315273236805231,0.0105
3,10,3,anti_hebbian,0.1580960954202768,0.0105
3,10,3,anti_hebbian,0.08263736263736264,0.0105
3,10,3,anti_hebbian,0.22008113590263692,0.0105
3,10,3,anti_hebbian,0.06469623477684336,0.0105
3,10,3,anti_hebbian,0.17457575449649426,0.0105
3,10,3,anti_hebbian,0.28636032093362507,0.0105
3,10,3,anti_hebbian,0.04470526669906179,0.0105
3,10,3,anti_hebbian,0.013504589579343591,0.0105
3,10,3,anti_hebbian,0.12973369166870266,0.0105
3,10,3,anti_hebbian,0.10537226534932957,0.0105
3,10,3,anti_hebbian,0.07662230242875404,0.0105
3,10,3,anti_hebbian,0.11120200173226831,0.0105
3,10,3,anti_hebbian,0.09010482492008029,0.0105
3,10,3,anti_hebbian,0.031102878752797717,0.0105
3,10,3,anti_hebbian,0.1574492099322799,0.0105
3,10,3,anti_hebbian,0.039473684210526314,0.0105
3,10,3,anti_hebbian,0.08936836858221178,0.0105
3,10,3,anti_hebbian,1.1391921397379912,0.0105
3,10,3,anti_hebbian,0.0699978227737862,0.0105
3,10,3,anti_hebbian,0.21694177398875386,0.0105
3,10,3,anti_hebbian,0.021914913167325186,0.0105
3,10,3,anti_hebbian,0.15515806988352746,0.0105
3,10,3,anti_hebbian,0.021842672086885295,0.0105
3,10,3,anti_hebbian,0.06609535964992251,0.0105
3,10,3,anti_hebbian,0.014304291287386216,0.0105
3,10,3,anti_hebbian,0.1838935574229692,0.0105
3,10,3,anti_hebbian,0.0350227918942095,0.0105
3,10,3,anti_hebbian,0.3122448979591837,0.0105
3,10,3,anti_hebbian,0.10061003368842757,0.0105
3,10,3,anti_hebbian,0.0809757455545116,0.0105
3,10,3,anti_hebbian,0.028899592441645052,0.0105
3,10,3,anti_hebbian,0.06939799331103678,0.0105
3,10,3,anti_hebbian,0.19004346108257605,0.0105
3,10,3,anti_hebbian,0.03734259661311333,0.0105
3,10,3,anti_hebbian,0.17134670487106018,0.0105
3,10,3,anti_hebbian,0.06622569976607244,0.0105
3,10,3,anti_hebbian,0.10794246404002501,0.0105
3,10,3,anti_hebbian,0.03437649797986715,0.0105
3,10,3,anti_hebbian,0.044301902929228136,0.0105
3,10,3,anti_hebbian,0.018694276675294795,0.0105
3,10,3,anti_hebbian,0.31173020527859235,0.0105
3,10,3,anti_hebbian,0.050088618324728364,0.0105
3,10,3,anti_hebbian,0.05291650554745828,0.0105
3,10,3,anti_hebbian,0.07991706719442089,0.0105
3,10,3,anti_hebbian,0.0911856414936497,0.0105
3,10,3,anti_hebbian,0.02938362716960503,0.0105
3,10,3,anti_hebbian,0.029008543612159744,0.0105
3,10,3,anti_hebbian,0.030680668016194332,0.0105
3,10,3,anti_hebbian,0.02459839357429719,0.0105
3,10,3,anti_hebbian,0.10984848484848485,0.0105
3,10,3,anti_hebbian,0.8811230585424134,0.0105
3,10,3,anti_hebbian,0.2942153335178522,0.0105
3,10,3,anti_hebbian,0.1600068306010929,0.0105
3,10,3,anti_hebbian,0.1716531440162272,0.0105
3,10,3,anti_hebbian,0.10041662215575259,0.0105
3,10,3,anti_hebbian,0.20949345857094934,0.0105
3,10,3,anti_hebbian,0.12291545189504373,0.0105
3,10,3,anti_hebbian,0.05824888158495389,0.0105
3,10,3,anti_hebbian,0.28295008412787437,0.0105
3,10,3,anti_hebbian,0.08987920562342183,0.0105
3,10,3,anti_hebbian,0.7125885309572767,0.0105
3,10,3,anti_hebbian,0.23628108961705488,0.0105
3,10,3,anti_hebbian,0.10989010989010989,0.0105
3,10,3,anti_hebbian,0.7235206364992541,0.0105
3,10,3,anti_hebbian,0.08867521367521368,0.0105
3,10,3,anti_hebbian,0.0756673284800353,0.0105
3,10,3,anti_hebbian,0.12728802861350727,0.0105
3,10,3,anti_hebbian,0.031067765936054696,0.0105
3,10,3,anti_hebbian,0.07180956143816673,0.0105
3,10,3,anti_hebbian,0.0278137128072445,0.0105
3,10,3,anti_hebbian,0.047799138564975314,0.0105
3,10,3,anti_hebbian,0.039078615631446253,0.0105
3,10,3,anti_hebbian,0.06714754098360656,0.0105
3,10,3,anti_hebbian,0.29911649512706073,0.0105
3,10,3,anti_hebbian,0.053597650513950074,0.0105
3,10,3,anti_hebbian,0.3061703063168694,0.0105
3,10,3,anti_hebbian,0.18718084169748195,0.0105
3,10,3,anti_hebbian,0.06974160830717219,0.0105
3,10,3,anti_hebbian,0.04045158821278224,0.0105
3,10,3,anti_hebbian,0.057574495925771726,0.0105
3,10,3,anti_hebbian,0.5509590071455435,0.0105
3,10,3,anti_hebbian,0.06293832044596295,0.0105
3,10,3,anti_hebbian,0.043675867420463366,0.0105
3,10,3,anti_hebbian,0.02644222460336663,0.0105
3,10,3,anti_hebbian,0.07651346514774562,0.0105
3,10,3,anti_hebbian,0.03795794207115461,0.0105
3,10,3,anti_hebbian,0.04819898189316322,0.0105
3,10,3,anti_hebbian,0.34467936802973975,0.0105
3,10,3,anti_hebbian,0.11912568306010929,0.0105
3,10,3,anti_hebbian,0.029575904099929485,0.0105
3,10,3,anti_hebbian,0.0089815722913333,0.0105
3,10,3,anti_hebbian,0.08800773694390715,0.0105
3,10,3,anti_hebbian,0.24977155041120927,0.0105
3,10,3,anti_hebbian,0.0831972740824874,0.0105
3,10,3,anti_hebbian,0.10762418174817097,0.0105
3,10,3,anti_hebbian,0.04440306928458587,0.0105
3,10,3,anti_hebbian,0.013222760695187167,0.0105
3,10,3,anti_hebbian,0.016386930181745953,0.0105
3,10,3,anti_hebbian,0.17386293792255686,0.0105
3,10,3,anti_hebbian,0.035184352517985615,0.0105
3,10,3,anti_hebbian,0.08461315560707042,0.0105
3,10,3,anti_hebbian,0.09683098591549295,0.0105
3,10,3,anti_hebbian,0.0937335439705108,0.0105
3,10,3,anti_hebbian,0.10292616536236815,0.0105
3,10,3,anti_hebbian,0.02425172678434382,0.0105
3,10,3,anti_hebbian,0.13178629249865084,0.0105
3,10,3,anti_hebbian,0.26920013653430425,0.0105
3,10,3,anti_hebbian,0.12117664276306161,0.0105
3,10,3,anti_hebbian,0.036218070911170415,0.0105
3,10,3,anti_hebbian,0.04025537634408602,0.0105
3,10,3,anti_hebbian,0.24142661179698216,0.0105
3,10,3,anti_hebbian,0.25652116922270285,0.0105
3,10,3,anti_hebbian,0.09886353926343673,0.0105
3,10,3,anti_hebbian,0.19787211849379369,0.0105
3,10,3,anti_hebbian,0.2648323301805675,0.0105
3,10,3,anti_hebbian,0.0710266763751903,0.0105
3,10,3,anti_hebbian,0.3337531486146096,0.0105
3,10,3,anti_hebbian,0.16125221500295334,0.0105
3,10,3,anti_hebbian,0.03371026242799232,0.0105
3,10,3,anti_hebbian,0.08929284858170196,0.0105
3,10,3,anti_hebbian,0.11291755508173419,0.0105
3,10,3,anti_hebbian,0.061298204610644856,0.0105
3,10,3,anti_hebbian,0.06573135879449207,0.0105
3,10,3,anti_hebbian,0.07631622199090561,0.0105
3,10,3,anti_hebbian,0.07040921982622789,0.0105
3,10,3,anti_hebbian,0.13922305764411028,0.0105
3,10,3,anti_hebbian,0.14469840178724866,0.0105
3,10,3,anti_hebbian,0.042614573030003294,0.0105
3,10,3,anti_hebbian,0.25784719032307457,0.0105
3,10,3,anti_hebbian,0.0819835309021808,0.0105
3,10,3,anti_hebbian,0.02462848555685423,0.0105
3,10,3,anti_hebbian,0.014303228442991417,0.0105
3,10,3,anti_hebbian,0.03911195087387813,0.0105
3,10,3,anti_hebbian,0.2833894500561167,0.0105
3,10,3,anti_hebbian,0.0712196188861853,0.0105
3,10,3,anti_hebbian,0.019289274386691695,0.0105
3,10,3,anti_hebbian,0.10747748292329082,0.0105
3,10,3,anti_hebbian,0.9836930455635492,0.0105
3,10,3,anti_hebbian,0.14632755474452555,0.0105
3,10,3,anti_hebbian,0.21112061591103506,0.0105
3,10,3,anti_hebbian,0.13959217188996853,0.0105
3,10,3,anti_hebbian,0.03182674685733461,0.0105
3,10,3,anti_hebbian,0.1264007171671896,0.0105
3,10,3,anti_hebbian,0.17191011235955056,0.0105
3,10,3,anti_hebbian,0.2644273453684522,0.0105
3,10,3,anti_hebbian,0.023128462826955288,0.0105
3,10,3,anti_hebbian,0.12577510411846368,0.0105
3,10,3,anti_hebbian,0.045273162591598345,0.0105
3,10,3,anti_hebbian,0.020996508445786544,0.0105
3,10,3,anti_hebbian,0.24919093851132687,0.0105
3,10,3,anti_hebbian,0.026227568526917766,0.0105
3,10,3,anti_hebbian,0.03339866078719582,0.0105
3,10,3,anti_hebbian,0.042104099900541495,0.0105
3,10,3,anti_hebbian,0.3619839002856401,0.0105
3,10,3,anti_hebbian,0.1920588891367388,0.0105
3,10,3,anti_hebbian,0.12106537530266344,0.0105
3,10,3,anti_hebbian,0.01838235294117647,0.0105
3,10,3,anti_hebbian,0.045148625911385305,0.0105
3,10,3,anti_hebbian,0.07360861759425494,0.0105
3,10,3,anti_hebbian,0.2052951388888889,0.0105
3,10,3,anti_hebbian,0.045493667773269394,0.0105
3,10,3,anti_hebbian,0.08189390618149935,0.0105
3,10,3,anti_hebbian,0.04672897196261682,0.0105
3,10,3,anti_hebbian,0.08314711843267682,0.0105
3,10,3,anti_hebbian,0.05176829268292683,0.0105
3,10,3,anti_hebbian,0.032996376120541675,0.0105
3,10,3,anti_hebbian,0.2857483601669648,0.0105
3,10,3,anti_hebbian,0.028990631076542338,0.0105
3,10,3,anti_hebbian,0.14031845322718225,0.0105
3,10,3,anti_hebbian,0.06303128956411648,0.0105
3,10,3,anti_hebbian,0.056657730116175156,0.0105
3,10,3,anti_hebbian,0.027829313543599257,0.0105
3,10,3,anti_hebbian,0.0118699121786903,0.0105
3,10,3,anti_hebbian,0.04561588473027588,0.0105
3,10,3,anti_hebbian,0.029204732664370226,0.0105
3,10,3,anti_hebbian,0.09328434374362114,0.0105
3,10,3,anti_hebbian,0.08515367517436959,0.0105
3,10,3,anti_hebbian,0.12003294214535722,0.0105
3,10,3,anti_hebbian,0.9684151156232375,0.0105
3,10,3,anti_hebbian,0.04604265191398233,0.0105
3,10,3,anti_hebbian,0.19663103336572724,0.0105
3,10,3,anti_hebbian,0.15159128978224456,0.0105
3,10,3,anti_hebbian,0.047489295445698715,0.0105
3,10,3,anti_hebbian,0.06441598758246023,0.0105
3,10,3,anti_hebbian,0.013610088050928072,0.0105
3,10,3,anti_hebbian,0.04507164567954842,0.0105
3,10,3,anti_hebbian,0.22613250022971607,0.0105
3,10,3,anti_hebbian,0.07242935169793398,0.0105
3,10,3,anti_hebbian,0.2651310953197746,0.0105
3,10,3,anti_hebbian,0.10200877145487032,0.0105
3,10,3,anti_hebbian,0.0352018856323017,0.0105
3,10,3,anti_hebbian,0.5306571350013748,0.0105
3,10,3,anti_hebbian,0.020739762219286657,0.0105
3,10,3,anti_hebbian,0.02059803740048139,0.0105
3,10,3,anti_hebbian,0.08841575653454412,0.0105
3,10,3,anti_hebbian,0.03728857833213609,0.0105
3,10,3,anti_hebbian,0.23863945578231294,0.0105
3,10,3,anti_hebbian,0.027207997359362475,0.0105
3,10,3,anti_hebbian,0.03577387706066876,0.0105
3,10,3,anti_hebbian,0.0515716937793021,0.0105
3,10,3,anti_hebbian,0.04824177199349268,0.0105
3,10,3,anti_hebbian,0.134412289123577,0.0105
3,10,3,anti_hebbian,0.06000094863159892,0.0105
3,10,3,anti_hebbian,0.6129753914988815,0.0105
3,10,3,anti_hebbian,0.3308316929133858,0.0105
